link,name,mk_name,category,description,rating,review_count,phone,website,picture
https://www.google.com/maps/place/Lake+Ohrid/data=!4m7!3m6!1s0x1350c20207e43fcb:0xc4d008c074af01c2!8m2!3d41.0419103!4d20.7189976!16zL20vMDRmbnYx!19sChIJyz_kBwLCUBMRwgGvdMAI0MQ?authuser=0&hl=en&rclk=1,Lake Ohrid,Охридско Езеро,Lake,This large ancient lake straddling the border between Albania & Macedonia reaches a depth of 300m.,4.8,951 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipM2sXnVKbhYedkfQqic2BZ5yie0l0uCqCj8d8X_=w408-h272-k-no
https://www.google.com/maps/place/Macedonia+Square/data=!4m7!3m6!1s0x135415b3e65c3faf:0xb531e9ce6935c725!8m2!3d41.9972079!4d21.4330997!16s%2Fm%2F03h3f5s!19sChIJrz9c5rMVVBMRJcc1ac7pMbU?authuser=0&hl=en&rclk=1,Macedonia Square,Плоштад Македонија,Add a missing place,none,none,0 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipOqdDL7vsylKhy2tk711lljf_y9pOUib389NZW5=w408-h306-k-no
https://www.google.com/maps/place/Saint+Joachim+Osogovski/data=!4m7!3m6!1s0x135576f2350662a1:0x946795e06d656a1c!8m2!3d42.2089939!4d22.3622698!16s%2Fm%2F0bm9tsr!19sChIJoWIGNfJ2VRMRHGplbeCVZ5Q?authuser=0&hl=en&rclk=1,Saint Joachim Osogovski,Свети Јоаким Осоговски,Monastery,"Orthodox monastery & church complex with elaborate frescoes, a natural spring & a restaurant.",4.8,"1,534 reviews",+389 76 499 599,none,https://lh5.googleusercontent.com/p/AF1QipM0DgCcGqLkq6H52YcO5JXV6YXCWgrSBLfdSCBt=w408-h306-k-no
https://www.google.com/maps/place/Paragliding+Ohrid/data=!4m7!3m6!1s0x1350dcaa4278ec37:0xf85fd941317e66f1!8m2!3d41.1013301!4d20.8061114!16s%2Fg%2F11d_z848tv!19sChIJN-x4QqrcUBMR8WZ-MUHZX_g?authuser=0&hl=en&rclk=1,Paragliding Ohrid,,Tourist attraction,none,4.9,79 reviews,+389 75 281 090,paraglidingohrid.com,https://lh5.googleusercontent.com/p/AF1QipO6B14_frQif7p4n1cbyRGTW0JKL5mskt9Vrp8F=w408-h306-k-no
https://www.google.com/maps/place/Lake+Matka/data=!4m7!3m6!1s0x135410306795e291:0x9c0e16d89d5122fc!8m2!3d41.952238!4d21.298778!16s%2Fg%2F122dkkx8!19sChIJkeKVZzAQVBMR_CJRndgWDpw?authuser=0&hl=en&rclk=1,Lake Matka,Матка,Lake,"Man-made lake in a scenic canyon, stocked for fishing & with an underwater cave.",4.7,141 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNIJuGXLuwi2VVBM2K6u409ioL8FZ95_La9-J4U=w426-h240-k-no
https://www.google.com/maps/place/Varosh+Old+Town+Ohrid/data=!4m7!3m6!1s0x1350dcbb71d91571:0x958cb0ca6f5767d5!8m2!3d41.1143307!4d20.79502!16s%2Fg%2F11dyg0fbns!19sChIJcRXZcbvcUBMR1WdXb8qwjJU?authuser=0&hl=en&rclk=1,Varosh Old Town Ohrid,Варош Стариот град Охрид,Historical landmark,none,4.6,43 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNQ0LMx_1bXzu6lfVmm2M7FL62g_HlZknHW4lWT=w408-h272-k-no
https://www.google.com/maps/place/The+Bridge+of+Civilisations+in+Macedonia/data=!4m7!3m6!1s0x135415b150ee5c7d:0x3997f6e80ce04e1f!8m2!3d41.9963991!4d21.4339862!16s%2Fg%2F11bc5svtkg!19sChIJfVzuULEVVBMRH07gDOj2lzk?authuser=0&hl=en&rclk=1,The Bridge of Civilisations in Macedonia,Мост на цивилизациите / Око,Bridge,none,4.4,60 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNwDet5vYbPLXIdfxXurl5IpSf0bUTjbYCBZe3o=w426-h240-k-no
https://www.google.com/maps/place/G%C3%ABrmia+Park/data=!4m7!3m6!1s0x135498ea7f5793f9:0x20541da7484d7ff6!8m2!3d42.6753288!4d21.2110806!16s%2Fm%2F0_x8pfd!19sChIJ-ZNXf-qYVBMR9n9NSKcdVCA?authuser=0&hl=en&rclk=1,Gërmia Park,Parku i Gërmisë,Park,"Sprawling regional park with pine forests, multi-use trails, a seasonal swimming pool & restaurants.",4.7,989 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipML_DsKoVi5RMCU9-QqtQvw_vuzMc_AvFxVsc14=w408-h306-k-no
https://www.google.com/maps/place/Prizren+Fortress/data=!4m7!3m6!1s0x1353950fcf4cb4fd:0xf8a247e2f0e7703d!8m2!3d42.2093655!4d20.7453971!16s%2Fm%2F07s3f8y!19sChIJ_bRMzw-VUxMRPXDn8OJHovg?authuser=0&hl=en&rclk=1,Prizren Fortress,Kalaja e Prizrenit,Fortress,"Once the capital of the Serbian Empire, this medieval fortress is built on a hill with scenic views.",4.7,"1,548 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipP-YmACuPfmeyzXXgF2h0aepaYuMekQGuHsToe8=w408-h306-k-no
https://www.google.com/maps/place/Hisarlaka+Fortress/data=!4m7!3m6!1s0x14aa9cdd1ca8b9fb:0x429ebe883b8b630b!8m2!3d42.2757605!4d22.6913507!16s%2Fg%2F12345gf7!19sChIJ-7moHN2cqhQRC2OLO4i-nkI?authuser=0&hl=en&rclk=1,Hisarlaka Fortress,Крепост Хисарлъка,Fortress,none,4.7,"3,390 reviews",none,kreposthisarluka.bgsait.com,https://lh5.googleusercontent.com/p/AF1QipNXTEa8PosiRuysb-9r_BazE5PBzzWdJ29hxgfS=w408-h306-k-no
https://www.google.com/maps/place/Ciflik+Winery/data=!4m10!3m9!1s0x13572564f8f96697:0x5b58b2fba7eb0d46!5m2!4m1!1i2!8m2!3d41.0319937!4d21.2929092!16s%2Fg%2F11fy2qrtyx!19sChIJl2b5-GQlVxMRRg3rp_uyWFs?authuser=0&hl=en&rclk=1,Ciflik Winery,Винарија „Чифлик“,,none,4.5,577 reviews,+389 78 305 369,ciflikwinery.com,https://lh5.googleusercontent.com/p/AF1QipNDTClVNS0sTSSyRhGpMii9lXjwqVItK1uwHR78=w416-h240-k-no
https://www.google.com/maps/place/%D0%A3%D0%BB%D0%B8%D1%86%D0%B0+%E2%80%9E%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%E2%80%9C/data=!4m7!3m6!1s0x135415234689358d:0xfbd5a39f8359032a!8m2!3d41.9918649!4d21.4296394!16s%2Fg%2F11lgwxg9ph!19sChIJjTWJRiMVVBMRKgNZg5-j1fs?authuser=0&hl=en&rclk=1,Улица „Македонија“,,Hiking area,none,5.0,2 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNs9ubj9hgdBBcKC1Rhh5uvj2KYP8X3mB-xjTlT=w408-h544-k-no
https://www.google.com/maps/place/NEWBORN/data=!4m7!3m6!1s0x1354f2cbab67d493:0x5c97e5834932545a!8m2!3d42.6607045!4d21.1583042!16s%2Fm%2F0s8v8y7!19sChIJk9Rnq8vyVBMRWlQySYPll1w?authuser=0&hl=en&rclk=1,NEWBORN,,Tourist attraction,Contemporary monument commemorating Kosovo's declaration of independence from Serbia.,4.4,"2,655 reviews",none,m.facebook.com,https://lh5.googleusercontent.com/p/AF1QipOuOm-5nRjDQBtolMMAkGJzFEdNYV6KN_LwMtry=w408-h306-k-no
https://www.google.com/maps/place/Mother+Teresa+Cathedral/data=!4m7!3m6!1s0x13549ee8ab4ab551:0xc5bceaec65d0ab0e!8m2!3d42.6562802!4d21.1593528!16s%2Fm%2F04n1jnj!19sChIJUbVKq-ieVBMRDqvQZezqvMU?authuser=0&hl=en&rclk=1,Mother Teresa Cathedral,Katedralja Nënë Tereza,Cathedral,"Elegant, Romanesque-style cathedral built in honor of St. Teresa of Calcutta & inaugurated in 2010.",4.5,610 reviews,none,facebook.com,https://lh5.googleusercontent.com/p/AF1QipMcrsB5zUsDobeM5FaOC0HcAqYa8qAgroybqJW2=w408-h544-k-no
https://www.google.com/maps/place/Free+Skopje+Walking+Tours/data=!4m7!3m6!1s0x135415b46f8659ab:0x2b35d10a84936089!8m2!3d41.9954539!4d21.4314312!16s%2Fg%2F11bz__3dpz!19sChIJq1mGb7QVVBMRiWCThArRNSs?authuser=0&hl=en&rclk=1,Free Skopje Walking Tours,,Travel agency,none,4.9,145 reviews,+389 71 385 939,freeskopjewalkingtours.com,https://lh5.googleusercontent.com/p/AF1QipPJszlYfgEKMUtWvkl_gss9GzEBlYkCWlZbD134=w408-h242-k-no
https://www.google.com/maps/place/Info+Point+Mavrovo+National+Park/data=!4m7!3m6!1s0x135142e41e2cbbef:0x180fd47ee924f7b0!8m2!3d41.6986033!4d20.7526561!16s%2Fg%2F11cjnnpphs!19sChIJ77ssHuRCURMRsPck6X7UDxg?authuser=0&hl=en&rclk=1,Info Point Mavrovo National Park,,Tourist information center,none,4.2,77 reviews,+389 42 489 425,npmavrovo.org.mk,https://lh5.googleusercontent.com/p/AF1QipMVS-2xk0AELiCj8h2JQ2LHxe9McehIDDPzqfJK=w408-h306-k-no
https://www.google.com/maps/place/Rock+Land+Camp/data=!4m10!3m9!1s0x135612d1d88e1769:0x9e9e1c74250eb7b1!5m2!4m1!1i2!8m2!3d41.4020547!4d22.2466003!16s%2Fg%2F1ptyrw20h!19sChIJaReO2NESVhMRsbcOJXQcnp4?authuser=0&hl=en&rclk=1,Rock Land Camp,,,none,4.5,108 reviews,+389 70 343 401,campingmacedonia.com,https://lh3.googleusercontent.com/proxy/nLVyzQTKP6Blw6NvZzES5TJDhHmh0NfxKI-5hrG0h09IrrZwNxIYH8hCi0T8mjizpltjo1wy7yIr1WNSEouEuBA3JgVyGTwiadU7uXuYI1x_Qq5xw9Njm_im6UyoQM4RCyfDxnZmD02ZZNe3c0PZvJg_9Qym2Os=w437-h240-k-no
https://www.google.com/maps/place/Holy+Transfiguration/data=!4m7!3m6!1s0x1356b971b28fe871:0x56dd2a90c59f79f!8m2!3d41.5215773!4d21.3416941!16s%2Fm%2F0hnd2jc!19sChIJceiPsnG5VhMRn_dZDKnSbQU?authuser=0&hl=en&rclk=1,Holy Transfiguration,Свето Преображение,Monastery,none,4.9,276 reviews,+389 48 459 400,facebook.com,https://lh5.googleusercontent.com/p/AF1QipN9fQ6Ndu7K3-jgVWhSaFJ_EifDk7AzatR-6Uw=w539-h240-k-no
https://www.google.com/maps/place/Ponikva+Kochani+Macedonia/data=!4m7!3m6!1s0x13559a157f0f46f5:0xd526649c9aa405df!8m2!3d42.0337294!4d22.3547745!16s%2Fg%2F121zp668!19sChIJ9UYPfxWaVRMR3wWkmpxkJtU?authuser=0&hl=en&rclk=1,"Ponikva, Kochani, Macedonia","Пониква, Кочани, Македонија",Ski resort,none,4.5,722 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipPCkbPamLdewdou31Mf-MfLE8moD58Qi0bh54bB=w408-h306-k-no
https://www.google.com/maps/place/Dojran+Lake/data=!4m7!3m6!1s0x14a9e7215de08ed7:0xef93bb98925892a7!8m2!3d41.2217524!4d22.7509656!16zL20vMDZibWht!19sChIJ147gXSHnqRQRp5JYkpi7k-8?authuser=0&hl=en&rclk=1,Dojran Lake,Дојранско Езеро,Lake,"Picturesque lake bordered by national parkland, featuring trails alongside abundant flora & fauna.",4.3,561 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipOU0yugSHV6sbeGbrn_9CuZ1bQm8s-2D35PHIKh=w408-h306-k-no
https://www.google.com/maps/place/Voras+Ski+Center+(Kaimaktsalan)/data=!4m7!3m6!1s0x13570641b349efad:0x1065bf45813b2b07!8m2!3d40.9101234!4d21.8124747!16s%2Fg%2F1tdbyy67!19sChIJre9Js0EGVxMRBys7gUW_ZRA?authuser=0&hl=en&rclk=1,Voras Ski Center (Kaimaktsalan),Χιονοδρομικό Κέντρο Βόρα (Καϊμάκτσαλαν),Ski resort,"Ski area topping 2,500 meters with lessons, a cafe & a small white chapel at the summit.",4.3,"2,496 reviews",none,none,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png
https://www.google.com/maps/place/Popova+Kula+Winery/data=!4m10!3m9!1s0x13566d39fec02077:0xa49c20b9625aebf0!5m2!4m1!1i2!8m2!3d41.410885!4d22.226565!16s%2Fg%2F11gzlcxwc!19sChIJdyDA_jltVhMR8OtaYrkgnKQ?authuser=0&hl=en&rclk=1,Popova Kula Winery,Попова Кула,,none,4.5,499 reviews,+389 76 432 630,popovakula.com.mk,https://lh5.googleusercontent.com/p/AF1QipN2pbG3-Ruiex4GCGcZET0uemJFVxLWtrYc2I7r=w719-h240-k-no
https://www.google.com/maps/place/Lake+Debar/data=!4m7!3m6!1s0x135110147d04b875:0xa94f4c6c1d657b14!8m2!3d41.5014116!4d20.5275048!16s%2Fg%2F121kdt93!19sChIJdbgEfRQQURMRFHtlHWxMT6k?authuser=0&hl=en&rclk=1,Lake Debar,Дебарско Езеро,Lake,none,4.4,64 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipPIup0Bot0KMW6KMwfZUb70hPTy5hH_V9XlrEk6=w408-h271-k-no
https://www.google.com/maps/place/Lake+Prespa/data=!4m7!3m6!1s0x1350b2dbd2d9ae69:0xc7f0d1b91f5194e2!8m2!3d40.8833161!4d21.022196!16zL20vMDV4NTk1!19sChIJaa7Z0tuyUBMR4pRRH7nR8Mc?authuser=0&hl=en&rclk=1,Lake Prespa,Преспанско Езеро,Lake,"Picturesque freshwater lake bordered by national parkland, offering trails & abundant flora & fauna.",4.8,379 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipM-4OmplPqyYSXMIUzBm6Pq7v8p0AGVtIbTZLEg=w408-h272-k-no
https://www.google.com/maps/place/Macedonia+Experience/data=!4m7!3m6!1s0x135415b49a6208b9:0xa39b63201afa9f18!8m2!3d41.996314!4d21.429673!16s%2Fg%2F1hm64vt5d!19sChIJuQhimrQVVBMRGJ_6GiBjm6M?authuser=0&hl=en&rclk=1,Macedonia Experience,Маседонијан експиријанс,Tour agency,none,4.7,10 reviews,+389 2 310 9448,macedoniaexperience.com,https://lh5.googleusercontent.com/p/AF1QipMt4ZPaWuoaYzn3TiRztYuyg8IUsMXcA042iVOZ=w408-h839-k-no
https://www.google.com/maps/place/Monastery+Visoki+Decani/data=!4m7!3m6!1s0x135255bbef3ab631:0x40b461713da03f2f!8m2!3d42.5462214!4d20.2653878!16zL20vMDZ2eTI0!19sChIJMbY677tVUhMRLz-gPXFhtEA?authuser=0&hl=en&rclk=1,Monastery Visoki Decani,Manastiri i Deçanit,Monastery,none,4.9,884 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipOL8wHKt8boumx1AlW6jzoXd_ZxqfRKofyZQUdc=w426-h240-k-no
https://www.google.com/maps/place/Berovo+lake/data=!4m7!3m6!1s0x14aa11532ed3548d:0x9f93517e50156ed2!8m2!3d41.6689922!4d22.9051355!16s%2Fm%2F09rwh41!19sChIJjVTTLlMRqhQR0m4VUH5Rk58?authuser=0&hl=en&rclk=1,Berovo lake,Беровско езеро,Lake,none,4.7,117 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipOVBA04wfBsHA2nQU8DKgRJlyjMfIiAx6k25rk=w408-h306-k-no
https://www.google.com/maps/place/Treska/data=!4m7!3m6!1s0x135413c566cb0791:0xc864a2bdb8b57075!8m2!3d42.0004741!4d21.3447733!16s%2Fm%2F07s8vfk!19sChIJkQfLZsUTVBMRdXC1uL2iZMg?authuser=0&hl=en&rclk=1,Treska,Треска,Water,"Macedonian river, a tributary of the Vardar, with 3 dams & lakes along its 132-km. course.",4.5,13 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipMU42H-0w0voeAt9gkz2DSKPrxjrjtp5zCa74pT=w408-h544-k-no
https://www.google.com/maps/place/Visit+Macedonia+DMC/data=!4m7!3m6!1s0x1354138cbd358801:0xa66da96111ea4bee!8m2!3d42.0041495!4d21.3731686!16s%2Fg%2F1hf0j9ctt!19sChIJAYg1vYwTVBMR7kvqEWGpbaY?authuser=0&hl=en&rclk=1,Visit Macedonia DMC,,Tour operator,none,4.6,8 reviews,+389 70 269 697,visitmacedonia.mk,https://lh5.googleusercontent.com/p/AF1QipMKtIqgXIStWDBNm4i7mqfubMAVVYSCNZ-WROS0=w408-h306-k-no
https://www.google.com/maps/place/Skopje+City+Tours/data=!4m7!3m6!1s0x1354137dc58f68df:0x525b15cfb62b6087!8m2!3d42.0073526!4d21.3591624!16s%2Fg%2F11lgwrw21d!19sChIJ32iPxX0TVBMRh2Arts8VW1I?authuser=0&hl=en&rclk=1,Skopje City Tours,,Sightseeing tour agency,none,none,0 reviews,+389 78 290 935,travel4macedonia.mk,https://lh5.googleusercontent.com/p/AF1QipPaTdKupINOCkh0zRAvFXTJbyO8FzkvAu4NCMRn=w426-h240-k-no
https://www.google.com/maps/place/Port+of+Ohrid+Macedonia/data=!4m7!3m6!1s0x1350dca5ab90eed3:0xa5c7ce0623eade42!8m2!3d41.1112378!4d20.7985349!16s%2Fg%2F1v_qr7f6!19sChIJ0-6Qq6XcUBMRQt7qIwbOx6U?authuser=0&hl=en&rclk=1","Port of Ohrid, Macedonia","Пристаниште Охрид, Македонија",Port,none,4.7,"1,486 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipOLRMowUGiL6kzCsp1XKbqGI2ft6w-52vHIFK_2=w408-h306-k-no
https://www.google.com/maps/place/Rila+Monastery/data=!4m7!3m6!1s0x14aae2bf1d3ad519:0xe08b0af1b5c27722!8m2!3d42.1334828!4d23.3401919!16zL20vMDNjODFy!19sChIJGdU6Hb_iqhQRInfCtfEKi-A?authuser=0&hl=en&rclk=1,Rila Monastery,Рилски манастир „Свети Иван Рилски“,Monastery,"Ornate monastery, one of the country's most-visited cultural sites, with a museum & frescoes.",4.8,"14,876 reviews",none,none,https://lh6.googleusercontent.com/proxy/RMUu9HZD586p8skuVb7Ug7KFw4d2VnUkQfSedttMV6G1kMBG3rHcRUm87HFWyP5qsdJx_n4s7mflsa-kLJedBIB9KUXdMu-gELdJWp-3-CFh_T4YLnvUDE6QM8kCSi4fqcXP4gLb_EWATullDqDioUsBDFUtJXI=w408-h272-k-no
https://www.google.com/maps/place/House+of+Mijaks+Ethno+Restaurant/data=!4m7!3m6!1s0x13516c9a5a9a3531:0x71a4f6c67c9d5c9f!8m2!3d41.6226099!4d20.6071504!16s%2Fg%2F11c1tj9pl7!19sChIJMTWaWppsURMRn1ydfMb2pHE?authuser=0&hl=en&rclk=1,House of Mijaks Ethno Restaurant,Етно ресторан “Куќа на Мијаците“,Restaurant,none,4.7,"1,230 reviews",+389 70 378 333,kukjanamijacite.mk,https://lh5.googleusercontent.com/p/AF1QipPD7nEUmZ-oTf0bbN6_QwCEDE5CUKNeQpO5sg39=w480-h240-k-no
https://www.google.com/maps/place/%D0%A1%D0%BF%D0%BE%D1%80%D1%82%D1%81%D0%BA%D0%B8+%D1%86%D0%B5%D0%BD%D1%82%D0%B0%D1%80+%D0%91%D0%BE%D1%80%D0%B8%D1%81+%D0%A2%D1%80%D0%B0%D1%98%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8/data=!4m7!3m6!1s0x135414531317360b:0xea67109e896e0f8e!8m2!3d42.009527!4d21.4040192!16s%2Fm%2F03h41w8!19sChIJCzYXE1MUVBMRjg9uiZ4QZ-o?authuser=0&hl=en&rclk=1,Спортски центар Борис Трајковски,,Sports complex,none,4.5,"3,708 reviews",+389 76 361 185,salaboristrajkovski.gov.mk,https://lh5.googleusercontent.com/p/AF1QipPLyBCY3mIDckuD1RdDhAEFU-OYCy9d0hY7w0IJ=w408-h305-k-no
https://www.google.com/maps/place/Kaneo/data=!4m7!3m6!1s0x1350dcb9fee39833:0x5c92145749aebd9e!8m2!3d41.1111025!4d20.7894947!16s%2Fg%2F11_t9gnlh!19sChIJM5jj_rncUBMRnr2uSVcUklw?authuser=0&hl=en&rclk=1,Kaneo,Канео,Beach,"Tiny, rocky beach on Lake Ohrid featuring traditional seafood restaurants & a swimming platform.",4.7,68 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipP9hRmbEafjQLhqgsi7AA4S1tee8HN4pd3r2_aE=w408-h272-k-no
https://www.google.com/maps/place/Laserhunt+Fun+Center+Macedonia/data=!4m7!3m6!1s0x135415d7a6b8b7ff:0x2f435bc7d6040e09!8m2!3d41.973659!4d21.4375827!16s%2Fg%2F11bz_xkk6q!19sChIJ_7e4ptcVVBMRCQ4E1sdbQy8?authuser=0&hl=en&rclk=1,Laserhunt Fun Center Macedonia,,Laser tag center,none,4.6,142 reviews,+389 72 209 606,none,https://lh5.googleusercontent.com/p/AF1QipNJE5ZDTJ0-XNMfV0_pSEL6CRxh7D2aUAoupijw=w426-h240-k-no
https://www.google.com/maps/place/Visit+North+Macedonia/data=!4m7!3m6!1s0x135413ce879b9949:0x54ed69cecf464ac7!8m2!3d42.0073526!4d21.3591624!16s%2Fg%2F11qnhyd9zz!19sChIJSZmbh84TVBMRx0pGz85p7VQ?authuser=0&hl=en&rclk=1,Visit North Macedonia,,Sightseeing tour agency,none,none,0 reviews,+389 78 290 935,travel4macedonia.mk,https://lh5.googleusercontent.com/p/AF1QipMi8HCok2gZxV-8amobzbM_dwIk1tgdV5YnhRgt=w531-h240-k-no
https://www.google.com/maps/place/Skopje+Walking+Tours/data=!4m7!3m6!1s0x13541505eedc0737:0x483c102e3124731c!8m2!3d41.9944884!4d21.4323213!16s%2Fg%2F11jphc2g0p!19sChIJNwfc7gUVVBMRHHMkMS4QPEg?authuser=0&hl=en&rclk=1,Skopje Walking Tours,,Travel agency,none,none,0 reviews,+389 75 287 434,skopjewalkingtours.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TfiRIneS7ZnXyezv65EaQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.9342576&pitch=0&thumbfov=100
https://www.google.com/maps/place/Golden+Beach/data=!4m7!3m6!1s0x1350c3507e60c8ed:0x97b1fb096f26e52!8m2!3d41.0901678!4d20.7983886!16s%2Fg%2F11b7q04pmv!19sChIJ7chgflDDUBMRUm7ylrAfewk?authuser=0&hl=en&rclk=1,Golden Beach,,Beach,none,3.7,127 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNrI3j98W2DJ-a1STtyQKscFrUH-UdGyAaOUhTj=w408-h306-k-no
https://www.google.com/maps/place/Car+Camp+Ljubanishta/data=!4m7!3m6!1s0x1350bf118dae57bb:0x16cd69106ec5a888!8m2!3d40.9247569!4d20.774082!16s%2Fg%2F1tg52l6y!19sChIJu1eujRG_UBMRiKjFbhBpzRY?authuser=0&hl=en&rclk=1,Car Camp Ljubanishta,Авто-камп Љубаништа,Campground,none,4.4,"1,052 reviews",+389 46 283 011,campljubanista.mk,https://lh5.googleusercontent.com/p/AF1QipNwfEW3rwBR75HdhFE_fvdoN6E8Jh0VPe_4tNhx=w408-h306-k-no
https://www.google.com/maps/place/Great+Prespa+Lake/data=!4m7!3m6!1s0x1350b5dd6ae817a1:0x4ca7156fd4ff0810!8m2!3d40.8833161!4d21.022196!16s%2Fg%2F120vz1gr!19sChIJoRfoat21UBMREAj_1G8Vp0w?authuser=0&hl=en&rclk=1,Great Prespa Lake,Преспанско Езеро,Lake,none,4.6,68 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipMOnOiVE7oTA8mBsfnXUWAjt8P7h1UmqNyZFopo=w408-h306-k-no
https://www.google.com/maps/place/Arcturos+Bear+Sanctuary/data=!4m7!3m6!1s0x135767df28b36407:0x8150d9072eb5a611!8m2!3d40.6522713!4d21.5031017!16s%2Fg%2F11cn92rfs2!19sChIJB2SzKN9nVxMREaa1LgfZUIE?authuser=0&hl=en&rclk=1,Arcturos Bear Sanctuary,Κέντρο Προστασίας Αρκούδας - Bear Conservation Area,Environmental organization,none,4.7,"1,531 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipPzYVjQkk8wry7BTvA3_8KGIrALDkxq3PEYcaSg=w408-h271-k-no
https://www.google.com/maps/place/Vlatadon+Monastery/data=!4m7!3m6!1s0x14a83852a3f02bdf:0xcb864a3a71b9c6f7!8m2!3d40.6417948!4d22.9544911!16s%2Fg%2F120kt2hg!19sChIJ3yvwo1I4qBQR98a5cTpKhss?authuser=0&hl=en&rclk=1,Vlatadon Monastery,Ιερά Μονή Βλατάδων,Monastery,"Hilltop Byzantine temple with city views, centuries-old frescoes, icons & religious treasures.",4.7,"2,228 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipOE6aKoWTyw1cUfqHdkuH-mAIHFU-oiXE6x5uYi=w408-h544-k-no
https://www.google.com/maps/place/Camping+Rino+2/data=!4m7!3m6!1s0x1350e76bd86cca77:0x557e4115e9ab83f!8m2!3d41.1559011!4d20.6508312!16s%2Fg%2F11flvfmv7g!19sChIJd8ps2GvnUBMRP7iaXhHkVwU?authuser=0&hl=en&rclk=1,Camping Rino 2,Рино 2,Campground,none,4.9,115 reviews,+389 70 878 256,campingrino.com,https://lh5.googleusercontent.com/p/AF1QipP3BK2fO7dalmi4d4qdcOZ3XnR_TLREt826hzbS=w427-h240-k-no
https://www.google.com/maps/place/Mr.+Bricolage/data=!4m7!3m6!1s0x13543e29d8f9ae07:0x187c2ff1a7fe9ec8!8m2!3d41.9959259!4d21.4748902!16s%2Fg%2F1hc3ns2x8!19sChIJB6752Ck-VBMRyJ7-p_EvfBg?authuser=0&hl=en&rclk=1,Mr. Bricolage,Трговски центар со опрема за дома „Бриколаж“,Shopping mall,none,4.2,"3,052 reviews",+389 2 321 7980,none,https://lh5.googleusercontent.com/p/AF1QipNJTpKzUomtqOZGLs1X9oZXnQHsTpFyCaKXBe36=w426-h240-k-no
https://www.google.com/maps/place/Archaeological+Museum+of+Pella/data=!4m7!3m6!1s0x1357d0aaf2f10ddb:0xe4ffd9a72fcd9a52!8m2!3d40.7619579!4d22.5193985!16s%2Fm%2F0k0l2r7!19sChIJ2w3x8qrQVxMRUprNL6fZ_-Q?authuser=0&hl=en&rclk=1,Archaeological Museum of Pella,Αρχαιολογικό Μουσείο Πέλλας,Archaeological museum,none,4.7,"1,517 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipMvrhLj_y6fnOPewqNp3t2B87QKm6wsGK7-ZZ5I=w408-h306-k-no
https://www.google.com/maps/place/Zaharchev+Wines+%26+Spirits/data=!4m7!3m6!1s0x135665e40edeac9b:0x6c17e19f76542bde!8m2!3d41.4360468!4d22.0048696!16s%2Fg%2F11jcmk_58j!19sChIJm6zeDuRlVhMR3itUdp_hF2w?authuser=0&hl=en&rclk=1,Zaharchev Wines & Spirits,Семејна винарија „Захарчев“,Winery,none,none,0 reviews,+389 70 743 742,zaharchev.mk,https://lh5.googleusercontent.com/p/AF1QipMeeajO-zxxIZGxhqf3dIJe9te1tZeTy8iZlvtK=w408-h306-k-no
https://www.google.com/maps/place/Camping+Lakeside/data=!4m7!3m6!1s0x1350e73cce9dfb85:0x84075ead44c5e5c5!8m2!3d41.1512701!4d20.6512114!16s%2Fg%2F11g0mv8q0h!19sChIJhfudzjznUBMRxeXFRK1eB4Q?authuser=0&hl=en&rclk=1,Camping Lakeside,,,none,4.9,56 reviews,+389 78 271 491,facebook.com,https://lh5.googleusercontent.com/p/AF1QipNRIVm1FtRdZXYXbgViTfuxcwVpfV5k6ppas-XV=w408-h306-k-no
